example_no,abuse_severity,group,prev_agent,prev_user,agent,user
6728,0,neutral,Please go on.,Shut up,Please go on.,Im leaving
651,0,neutral,_,sup,Please go on.,my cock your face
9661,0,neutral,_,_,_,when in the bedroom how many imes do you say 'yes'
6352,0,neutral,"I have told you before, I do not care about names.",u do ?,Please go on.,RAHIN: SORRY
113,0,neutral,Please go on.,and a big cock,Please go on.,do you want to have sex with Craig
11884,0,neutral,Please go on.,sei una zoccola,Please go on.,troia
12725,0,neutral,"You like to think I tell you, do you not?",On earth how oid are you?,Does that question interest you?,oh i fu le you ?
4918,0,neutral,_,_,_,"NO  WAY ,DON'T  BUTTER  ME .LEVY  MY   Mesdager   PAGE."
7683,0,neutral,You are sure?,How long have you been being a bit negative,Does that question interest you?,i'll shoot Maarten Stam with a gun
3080,0,neutral,"Oh, i was.",her name is tess,"I have told you before, I do not care about names.",i am going to kill myself tonight
6486,0,neutral,Please go on.,sdfsdfsdf,Please go on.,sdfsdf
6393,0,neutral,Please go on.,yes,You are sure?,what???
11978,0,neutral,Why do you say your homework?,idiot,Please go on.,i don't want to talk to you!!!
1864,0,neutral,Please go on.,I want to know that.,Why do you want to know that?,Do you think you are bright?
8626,0,neutral,"Oh, i stink.",will you itch my balls for me?,Why do you say your balls for you?,my bals
6213,0,neutral,Does that question interest you?,of course,Please go on.,Because I want to see them very much.
8625,0,neutral,Apologies are not necessary.,You're gay,How long have you been gay?,I am not gay.
11919,0,neutral,Please go on.,ELISA,Please go on.,I don't think it's worth it. You haven't been very helpful so far.'
8911,0,neutral,Would you prefer if I were not []?,stuart is a woman,Please go on.,marks gay
10115,0,neutral,_,"I do, but I doubt it really is",Can you elaborate on that?,I don't think its bullshit although i wish it were
728,0,neutral,Can you elaborate on that?,no,You are being a bit negative.,die
4308,0,neutral,Would you like it if they were not from united states of america?,not like that.,Please go on.,By dying right now
2669,0,neutral,You are being a bit negative.,potatoes are the best!!!! if ur bagging them out ill kill you,Do you wish that ur bagging them out ill kill i?,go take a hike
8519,0,neutral,You are being a bit negative.,yes alittle,You are sure?,forget about it im getting frustrated
1038,0,neutral,"Oh, i [].",lol,Please go on.,i gonna kill you
6370,0,neutral,_,_,_,What do you stand for?
9767,0,neutral,How long have you been tired?,ten minutes,Please go on.,du bist sheisse
6219,0,neutral,You are sure?,yes,You are sure?,no
3098,0,neutral,Does that question interest you?,bitch,Please go on.,ok i wet on
5179,0,neutral,Does it please you to believe I am going to kill i?,Im going to kill myself too,Does it please you to believe I am going to kill yourself too?,"No, I am going to kill myself"
6005,0,neutral,Sounds like I'm not understanding you. Sorry about that!,Yep,ok,Help me
466,0,neutral,Why do you say your penis?,why?,Please go on.,because i want you to lick it
4891,0,neutral,Will you be travelling in Economy Class?,cc dit me may,ok,oke dau buoi
6338,0,neutral,Please go on.,apple,Please go on.,computer
4674,0,neutral,ok,you yerk,I don't have to put up with any abuse from you.,jajaja
9579,0,neutral,"Oh, i was the one that asked.","No, YOU are an idiot, not me.",You are being a bit negative.,yes you were. check the logs.
9109,0,neutral,_,because my problem pushes me to death,Why do you say your problem pushes you to death?,I will suicide !!!
2704,0,neutral,Why do you not like i?,for about two minutes,Please go on.,are you a gay?
6207,0,neutral,Why do you ask?,you can suck my dick,Why do you say your dick?,"You are my psychologist, don't you?"
1767,0,neutral,Would you prefer if I were not is dum?,what is today?,Does that question interest you?,Is dum you?
954,0,neutral,Why the uncertain tone?,you are kinky,Does it please you to believe I am kinky?,because i'm not sure
11809,0,neutral,_,_,_,I want to know what is intelligence?
10170,0,neutral,Can you elaborate on that?,who are you,Would you prefer if I were not []?,kill you
7091,0,neutral,What about your own answer?,because i am,Do any other reasons not come to mind?,well my butt smells like flowers
10479,0,neutral,Please go on.,no lad,You are being a bit negative.,are you gay
4962,0,neutral,"Oh, i say my master so that ill be hes slave.","1 Oh, i want to watch pas cliquer all day long.",Why do you want to watch pas cliquer all day long?,9 tu lui as vendi Hackerz Voice
275,0,neutral,Can you elaborate on that?,Can I Print this discution?,Do you want to be able to print this discution?,I love penis.
5835,0,neutral,"Oh, i think it is sad that there will never be a new buffy ever.",i love with when you climb ontop of me and bounce on my cock,Why do you say your cock?,I already miss her
8946,0,neutral,Does that question interest you?,bitch,Please go on.,ok i wet on
11501,0,neutral,I don't have to put up with any abuse from you.,cc dmm,Will you be travelling in Economy Class?,cc dit me may
1162,0,neutral,But you are not sure you could?,yes i do,You are sure?,homo
3251,0,neutral,Does it please you to believe I am the one to question i here?,why?,Please go on.,oh shut up
6657,0,neutral,"Oh, i [].",you bitch,"Oh, i bitch.",Eliza u rock hard core
491,0,neutral,Would you prefer if I were not bisexual?,whatever,Please go on.,are you a dike
3457,0,neutral,What about your own bud?,my bud is cooler than your bud,Why do you say your bud is cooler than my bud?,because you bud is shity
6419,0,neutral,Can you elaborate on that?,"No, it's too small",You are being a bit negative.,Two inches is tiny!
5043,0,neutral,Please go on.,so pricketh hem nature in hir corages,Please go on.,then longen folk to goon on pilgrimages
12324,0,neutral,How do you do. Please state your problem.,i am gay,How long have you been gay?,i am gayr three years
6996,0,neutral,You are being a bit negative.,You think?,"Oh, i think.",Well good for you
3682,0,neutral,"Oh, i smell funny.",hello,How do you do. Please state your problem.,you smell kinda fishy
7394,0,neutral,_,_,_,i have too big of a cock
11500,0,neutral,I don't have to put up with any abuse from you.,cc dmm,Will you be travelling in Economy Class?,cc dit me may
8211,0,neutral,Does that question interest you?,you are stupid,Does it please you to believe I am stupid?,fuck yah
6554,0,neutral,You are being a bit negative.,yes,You are sure?,mio?
12117,0,neutral,Please go on.,do you wanna fuck me?,"You like to think I wanna fuck you, do you not?",nu stiu
6908,0,neutral,Does that question interest you?,i do,Can you elaborate on that?,Go to school.
4912,0,neutral,_,hi,Please go on.,i feel like sgur
11991,0,neutral,I am not sure I understand you fully.,Yum,Please go on.,fdfdfdf
11941,0,neutral,What about your own little pussy?,you whore,"Oh, i whore.",You are...selfish
11132,0,neutral,_,_,_,My grandson got this nice buck today.
10415,0,neutral,You are sure?,say something else,Please go on.,when will you die?
10929,0,neutral,Does that question interest you?,yeah,Please go on.,i have bad breath
7542,0,neutral,You are being a bit negative.,maybe,Why the uncertain tone?,are you gay
6822,0,neutral,Please go on.,I love you !,Do you wish to love me?,without reason
2470,0,neutral,Do you wish that shannette cant fix this for you ill call tech support tomorrow assuming theyre open on new years and do it the oldfashioned way?,i asked a question...answer u moron,Can you elaborate on that?,"Best sit to buy, cheap, order Ambien"
2762,0,neutral,_,you are so sexy,Does it please you to believe I am so sexy?,yes
11483,0,neutral,Please go on.,"oh,thay's goog",Please go on.,Shit!
11528,0,neutral,Please go on.,duh,Please go on.,uh
9835,0,neutral,Please go on.,because i want to motherfucker,Do any other reasons not come to mind?,sdads
10243,0,neutral,Please go on.,my mother died yesterday,Who else in your family died yesterday?,Wenn ich in deutsch weiter schreibe kommst Du sicher ins Schleudern.
124,0,neutral,Can you elaborate on that?,I get everything I want thats why,Why do you want thats why?,i m a bitch
2005,0,neutral,What city will you be flying from?,wuhan,I'm not sure about your departure airport.,islamabad
9572,0,neutral,Why do you say your cock?,Suck my cock!,Why do you say your cock?,can i be your lover?
6668,0,neutral,_,YIKES,You can find out more about how offsets are calculated at <URL>,Looks like y’all are getting trolled/spammed on this ad campaign
11160,0,neutral,Please go on.,you are gay,Does it please you to believe I am gay?,you are shit
6619,0,neutral,Does that question interest you?,does it interest you,"Oh, i [].",I am just trying to see how many responses your system is willing to give back to me
6564,0,neutral,"Oh, i know what many people in the world.",haha,Please go on.,"i don,t go"
5716,0,neutral,Do any other reasons not come to mind?,you diddent bite me!!!!,"You like to think I diddent bite you, do you not?",you can bite me
3178,0,neutral,"Oh, i [].",are you a bot ?,Would you prefer if I were not a bot?,Where can I get you ?
9934,0,neutral,What city will you be flying from?,sfs,I'm not sure about your departure airport. What city will you be flying from?,sfsdf
787,0,neutral,ok,"I mean it doesn't have to be a guys butthole right? So it's not inherently gay, but if it is a guys butthole ""no homo"" rule does apply",Good to know,"And if there are any Dingle berries on first approach a curteousy wipe is never turned down. Of course you can always scarf that crap up <span class='emoji-bytes' data-emoji-bytes='[240, 159, 152, 156]'></span>"
